,norm_form,True label,Predicted,Norm morph features,Transformed morph features
5,_примял#,примнут,приммут,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
6,_воздушно-сухой#,воздушно-сухую,воздушно-сухою,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
7,_подчиняя#,подчинявши,подчинивши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
8,_18-й#,18-й,11-ой,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,gent"
0,_влился#,влились,волосись,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,past,indc"
1,_опоек#,опойках,опоеках,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
2,_умерил#,умерю,умерлю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
3,_абдулбариевна#,абдулбарьевнах,абдулбариевнах,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,loct"
4,_фаддиевна#,фаддьевен,фаддиевен,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,accs"
5,_аджам#,аджамов,аджмаов,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,gent"
6,_лгу#,лгали,лгли,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
0,_атафья#,атафий,атафьй,"NOUN,anim,femn,Name sing,nomn","NOUN,anim,femn,Name plur,accs"
1,_задразнённый#,задразненном,задразнённом,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,loct,Infr"
2,_стрекнул#,стрекнёмте,стрекнемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
3,_вниипигидротрубопровод#,вниипигидротрубопроводов,вниипигидротрубопрововов,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
4,_доснял#,досниму,досняму,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
5,_азариевич#,азарьевичей,азариевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,gent"
6,_англиканин#,англикан,англиканин,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
0,_киёк#,кийки,киёки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
1,_гогиевич#,гогиевичам,гогьевичам,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,datv"
2,_коррумпированный#,коррумпированное,коррумпирововное,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,nomn"
3,_забрызгал#,забрызжемте,забрызгаемте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
4,_отяготил#,отягощу,отягочу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
5,_угомонённый#,угомонённому,угомоненному,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,datv"
6,_маснавиевна#,маснавиевен,маснавьевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,accs"
7,_тыкаемый#,тыкаемых,тычуемых,"PRTF,impf,tran,pres,pssv masc,sing,nomn","PRTF,impf,tran,pres,pssv plur,gent"
8,_елабужанин#,елабужанам,елабужанамам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
9,_паяц#,паяцах,пайцах,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
10,_перелизал#,перелижем,перелизаем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
11,_язь#,язём,язьм,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
0,_бутужу#,бутузило,бутужило,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran neut,sing,past,indc"
1,_древневерхненемецкий#,древневерхненемецкие,древневерхненемекцие,"ADJF masc,sing,nomn","ADJF plur,nomn"
2,_ищусь#,искалось,ищилось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
3,_мокко#,мокко,моко,"NOUN,inan,masc,Fixd,Ms-f sing,nomn","NOUN,inan,masc,Fixd,Ms-f sing,accs"
4,_межуюсь#,межевался,межувался,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
5,_ливнесток#,ливнестока,ливнестка,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
6,_административно-бюджетный#,административно-бюджетному,административно-бюждетному,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
7,_подразогнал#,подразгонит,подразогнит,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
8,_мосспецатомэнергомонтаж#,мосспецатомэнергомонтажами,мосспецатомэнергогонтажами,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,ablt"
9,_соверен#,соверена,соверна,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
0,_противопараллаксный#,противопараллаксного,противопаралакасного,"ADJF masc,sing,nomn","ADJF anim,masc,sing,accs"
1,_возроптал#,возропщете,возроптаете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
2,_здоровёшенек#,здоровёшеньки,здоровёшенки,"ADJS masc,sing",ADJS plur
3,_карий#,карюю,карую,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
4,_бренча#,бренчавши,бреочавши,"GRND,impf,intr pres","GRND,impf,intr past,V-sh"
5,_сотня#,сотен,сотней,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
6,_створённый#,створенную,створённую,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,accs"
7,_тмимся#,тмитесь,тмимсесь,"VERB,impf,intr plur,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
8,_бедро#,бёдра,бедро,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,accs"
9,_умножился#,умножьтесь,умножитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl"
10,_приработок#,приработке,прирабктко,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
0,_озлил#,озлите,озлиёте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
1,_отдавил#,отдавите,отдавьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
2,_амралиевна#,амралиевнами,амральевнами,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,ablt"
3,_франко-хозяйство#,франко-хозяйства,франко-хозяяства,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,gent"
4,_гоношусь#,гоношатся,гоносятся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
5,_квасцовее#,поквасцовей,поввасцовей,"COMP,Qual","COMP,Qual Cmp2,V-ej"
6,_распался#,распадётся,распится,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
7,_печатня#,печатен,печатней,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
8,_шингард#,шингарды,шингадды,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
0,_мерюсь#,меряетесь,меёттесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc,Infr"
1,_воспитательно-исправительный#,воспитательно-исправительному,воспитательно-исправинтенмму,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
2,_свечусь#,светитесь,свечьтесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
3,_государственно-монополистический#,государственно-монополистическое,государственно-монополистичеееекое,"ADJF masc,sing,nomn","ADJF neut,sing,accs"
4,_баюкаю#,баюкай,байкай,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,impr,excl"
5,_вологдасельхозтехника#,вологдасельхозтехнике,вологдасельхозтехника,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,datv"
6,_защусь#,застился,застался,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
7,_продрыхнув#,продрыхши,продрыхнувши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
8,_аязяны#,аязянах,аязяных,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,loct"
9,_доппель-кюммель#,доппель-кюммеля,доппель-кюммель,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
0,_сохранил#,сохрани,сохрань,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
1,_льнопрядильня#,льнопрядилен,льнопрядилень,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
2,_засвербел#,засвербишь,засвербеешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
3,_отгравированный#,отгравированном,отгравированно,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,loct"
4,_вывел#,выведи,выве,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_содрал#,сдерёшь,содрёёшь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
6,_анриевич#,анриевичам,анрьевичам,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,datv"
7,_баламучу#,баламутят,баламучат,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
8,_безверхие#,безверхими,безверхиями,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,ablt"
9,_баюкаю#,баюкайте,байкайте,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,impr,excl"
10,_13-й#,13-ому,11-му,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,datv"
0,_серебристо-белый#,серебристо-белые,серебристо-беые,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
1,_яречма#,яречмы,яреммы,"NOUN,inan,femn,Sgtm,Geox sing,nomn","NOUN,inan,femn,Sgtm,Geox sing,gent"
2,_газонефтепромысловый#,газонефтепромысловые,газонефтепропысловые,"ADJF masc,sing,nomn","ADJF plur,nomn"
3,_плужен#,плужна,плужена,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
4,_испарился#,испарись,испарься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
5,_армяно-григорианский#,армяно-григорианской,армяно-григораинской,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
6,_раздроблённый#,раздроблённой,раздроблёлнною,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,loct"
7,_подвертел#,подвертим,подвертеем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
8,_заскирдовал#,заскирдуешь,заскиддуешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
9,_перильце#,перилец,перильц,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
10,_воронежагропромстройматериал#,воронежагропромстройматериалам,воронежагропромстройматерыраям,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,datv"
0,_перевыбрал#,перевыберу,перевыбраю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
1,_чрево#,чревам,чрёвам,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,datv"
2,_хоровожу#,хороводил,хоровозил,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran masc,sing,past,indc"
3,_ражусь#,разитесь,ражитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
4,_нерасстрелян#,нерасстрелянно,нерасстреляно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
5,_гидрообеспыливание#,гидрообеспыливанье,гидрообеспыльванье,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,loct,V-be"
6,_арлиевна#,арлиевну,арльевну,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,accs"
7,_далее#,д,дале,ADVB,ADVB Abbr
8,_пример#,примрёмте,примеёмте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
0,_приселённый#,приселенное,приселённое,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv neut,sing,accs,Infr"
1,_иманакыш#,иманакышами,иманакишами,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,ablt"
2,_юриевна#,юриевнами,юрьевнами,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,ablt"
3,_кэш#,кэша,кэши,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn,Infr"
4,_неблагонравен#,неблагонравны,неблагорравны,"ADJS masc,sing",ADJS plur
5,_присюсюкиваю#,присюсюкивайте,присюскивайте,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
6,_мелькнул#,мелькнём,мелькнем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
7,_человеконенавистник#,человеконенавистников,человеконенавистнкков,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
8,_тверьоборонпромкомплекс#,тверьоборонпромкомплексе,тверьоборонпромкомплпексе,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,loct"
0,_низкоприоритетен#,низкоприоритетна,низкоприоритетеа,"ADJS masc,sing","ADJS femn,sing"
1,_подчеркнул#,подчеркнёшь,подчеркнешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
2,_шестнадцатикилограммовый#,шестнадцатикилограммовый,шестнадцатикилограмммовый,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
3,_авдиевич#,авдиевича,авдьевича,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,gent"
4,_круглильно-кашировально-оклеечный#,круглильно-кашировально-оклеечной,круглильно-кашировальноколелелелелелной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
5,_государственно-муниципальный#,государственно-муниципальные,государственно-муниципалья,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
6,_высеял#,высеем,высяем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
7,_недоцивилизовался#,недоцивилизуются,недоцивяляюся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
8,_зависнув#,зависши,зависнув,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
9,_смонтированный#,смонтированным,смонтировананам,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,ablt"
10,_взъярился#,взъярись,взъярься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
11,_российско-индийский#,российско-индийские,российско-иднийские,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
12,_черчусь#,чертится,черчится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
13,_багрянённый#,багряненною,багрянённою,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv femn,sing,ablt,V-oy"
0,_чёркаемый#,черкаемым,чёркаемым,"PRTF,impf,tran,pres,pssv masc,sing,nomn,Infr","PRTF,impf,tran,pres,pssv neut,sing,ablt"
1,_генерал-губернаторский#,генерал-губернаторских,генерал-губеранторских,"ADJF masc,sing,nomn","ADJF plur,gent"
2,_вкидал#,вкидаю,вкижаю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
3,_суховерхий#,суховерхой,суховерхий,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
4,_листуюсь#,листуется,листуётся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
5,_мотыжусь#,мотыжатся,мотузятся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
6,_микроминиатюризованный#,микроминиатюризованный,микроминиатюризовнын,"ADJF masc,sing,nomn","ADJF inan,masc,sing,accs"
7,_облсуд#,облсуды,облусды,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
8,_20-й#,20-й,о1-ой,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,gent"
0,_съехидствовал#,съехидствуем,съедидствуем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_приселённый#,приселенных,приселённых,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,gent,Infr"
2,_самозасвидетельствование#,самозасвидетельствованью,самозасвидетельсввовань,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,datv,V-be"
3,_цилиндрически-шарнирный#,цилиндрически-шарнирному,цилиндрически-шарнирому,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
4,_обманулся#,обманемтесь,обманёмтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
5,_херлиевна#,херлиевны,херльевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,gent"
0,_багрянённый#,багряненной,багрянённой,"PRTF,impf,tran,past,pssv masc,sing,nomn,Infr","PRTF,impf,tran,past,pssv femn,sing,ablt"
1,_9-й#,9-му,5-му,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,datv"
2,_перевоспитывавший#,перевоспитывавшим,перевоспитывшвшим,"PRTF,impf,tran,past,actv masc,sing,nomn","PRTF,impf,tran,past,actv masc,sing,ablt"
3,_наружное#,наружного,наружныго,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,gent"
4,_обхохотался#,обхохочись,обхохотайся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
5,_дорогой#,дорогим,дорогым,"ADJF,Qual masc,sing,nomn","ADJF,Qual neut,sing,ablt"
6,_втравился#,втравись,втравься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
0,_лопарь#,лопаря,лопари,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn,Infr"
1,_тмим#,тмят,тмиму,"VERB,impf,tran plur,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
2,_амралиевна#,амралиевну,амральевну,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,accs"
3,_прозяб#,прозябну,прожябну,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
4,_паужусь#,паузимся,паудимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
5,_весь#,все,веси,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro plur,nomn"
6,_дениевич#,дениевиче,деньевиче,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,loct"
7,_шелушу#,шелушишь,шелусишь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,2per,pres,indc"
8,_вздвоённый#,вздвоенном,вздвоённом,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,loct"
9,_отблистал#,отблещем,отблестем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc,Infr"
0,_армяно-григорианский#,армяно-григорианском,армяно-григораианском,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
1,_рюмка#,рюмок,рюмк,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
2,_вздвоённый#,вздвоенных,вздвоённых,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,loct"
3,_никой#,никоей,никой,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,datv"
4,_заряжённый#,заряженных,заряжённых,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv plur,gent"
5,_нижнепротерозойский#,нижнепротерозойских,нижнепротерозыйских,"ADJF masc,sing,nomn","ADJF plur,gent"
6,_затворённый#,затворенное,затворённое,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,accs"
0,_баянгол#,баянглу,баянголу,"NOUN,inan,masc,Sgtm,Geox sing,nomn","NOUN,inan,masc,Sgtm,Geox sing,datv"
1,_эль#,эли,эль,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
2,_загорбок#,загорбки,загробки,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
3,_мвд#,мвд,ввд,"NOUN,inan,neut,Sgtm,Fixd,Abbr,Orgn sing,nomn","NOUN,inan,neut,Sgtm,Fixd,Abbr,Orgn sing,accs"
4,_самоткан#,самоткана,самотканна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
0,_постигнувший#,постигнувшем,постигуевшем,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv masc,sing,loct,Infr"
1,_отшпилившись#,отшпилясь,отшпялясь,"GRND,perf,intr past,V-sh","GRND,perf,intr past,Fimp"
2,_переиздаюсь#,переиздавайся,переиздайся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
3,_провозглашение#,провозглашеньях,провозгглашеньях,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,loct,V-be"
4,_изъял#,изыми,изъянь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_турлыкавший#,турлыкавших,турлычавших,"PRTF,impf,intr,past,actv masc,sing,nomn","PRTF,impf,intr,past,actv plur,gent"
6,_вложил#,вложите,вложитие,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
7,_смонтированный#,смонтированной,смонтировананой,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,gent"
8,_тарарахнул#,тарарахнет,тарарахнёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_двигательно-функциональный#,двигательно-функциональную,двигательно-функцкональную,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
1,_сжевал#,сжуём,сжеёём,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
2,_волынец#,волынцу,волынецу,"NOUN,anim,masc,Sgtm,Surn sing,nomn","NOUN,anim,masc,Sgtm,Surn sing,datv"
3,_фельдшерю#,фельдшери,фельдшерь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
4,_протрепался#,протрепитесь,протреплитесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl,Infr"
5,_почуявшись#,почуявшись,почувавись,"GRND,perf,intr past,V-sh","GRND,perf,intr past,V-sh"
6,_18-й#,18-ом,11-ом,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,loct"
7,_равновесие#,равновесьи,равновесии,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,loct,V-be,V-bi"
8,_воспитательно-исправительный#,воспитательно-исправительного,воспитательноитеравителого,"ADJF masc,sing,nomn","ADJF masc,sing,gent"
9,_воспитательно-исправительный#,воспитательно-исправительным,воспитательнои-справительным,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
0,_норд-вест#,норд-вестах,нор--вестах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
1,_ризничий#,ризничего,ризничия,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
2,_махающийся#,машущихся,махающихся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv anim,plur,accs,Infr"
3,_девонька#,девонек,девоньк,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,accs"
4,_9-й#,9-ой,5-ой,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,gent"
5,_приспособился#,приспособлюсь,приспошобюсь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
6,_борюсь#,борешься,боришься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
0,_надрос#,надрастете,надрастёте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
1,_воронецкие#,воронецких,воронццких,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,gent"
2,_рву#,рвали,рва,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,past,indc"
3,_постигнувший#,постигнувшую,постигнувшу,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv femn,sing,accs,Infr"
4,_бубен#,бубна,бубена,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
5,_тетрафтортетрахлорпропан#,тетрафтортетрахлорпропане,тетрафтортетрахлорпропахе,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
0,_ельняагропромснаб#,ельняагропромснабом,ельняагропромснабам,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,ablt"
1,_осмысленный#,осмысленному,осмысленной,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,datv"
2,_предусматривающийся#,предусматривающегося,предусматривщющегося,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv anim,masc,sing,accs"
3,_порчу#,портят,порчат,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,3per,pres,indc"
4,_обремизил#,обремизь,обремизи,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
5,_пущаю#,пущай,пущайт,"VERB,impf,tran,Arch sing,1per,pres,indc","VERB,impf,tran,Arch sing,impr,excl"
6,_акцепторно-рамбурсный#,акцепторно-рамбурсную,акцепторно-раббурсную,"ADJF masc,sing,nomn","ADJF femn,sing,accs"
0,_рыбозмея#,рыбозмеёю,рыбозмеею,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,ablt,V-ey"
1,_разлетелся#,разлетимтесь,разлетеемтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
2,_турбоводоподъемный#,турбоводоподъемною,турбоводоподъемомою,"ADJF masc,sing,nomn","ADJF femn,sing,ablt,V-oy"
3,_барин#,бар,баринов,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
4,_колыхающийся#,колышущейся,колыхающейся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv femn,sing,ablt,Infr"
5,_разнял#,разнимем,разомнём,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
6,_прозоркевич#,прозоркевичу,прозоркевичичу,"NOUN,anim,masc,Sgtm,Surn sing,nomn","NOUN,anim,masc,Sgtm,Surn sing,datv"
7,_чавыча#,чавычей,чавыч,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,accs"
8,_перелой#,перелою,перелому,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
